sec,EEG,alpha,beta,delta,theta 
4.61,-11.1938,-0.273891,-0.396454,-11.1264,-0.0766037
4.615,-10.8093,-0.419533,-0.445476,-10.8103,0.0483271
4.62,-10.6384,-0.504638,-0.300903,-10.4982,0.163525
4.625,-10.6323,-0.519297,-0.029716,-10.1905,0.265002
4.63,-9.88159,-0.463292,0.233075,-9.88809,0.34956
4.635,-8.53271,-0.345879,0.360025,-9.59145,0.414746
4.64,-8.20313,-0.184417,0.303974,-9.30123,0.458843
4.645,-8.83789,-0.00217572,0.120817,-9.01801,0.481142
4.65,-8.81348,0.174869,-0.0722871,-8.74236,0.481994
4.655,-7.91016,0.321756,-0.17177,-8.47481,0.462451
4.66,-7.41577,0.418054,-0.144378,-8.21584,0.424244
4.665,-7.70264,0.450353,-0.0326276,-7.96588,0.369972
4.67,-7.38525,0.41419,0.0859829,-7.72535,0.302925
4.675,-6.7749,0.314879,0.149681,-7.4946,0.226753
4.68,-6.98853,0.166666,0.140777,-7.27391,0.145382
4.685,-7.62939,-0.00945841,0.0795515,-7.06355,0.0629323
4.69,-7.89185,-0.18861,-0.000402635,-6.86369,-0.0164461
4.695,-7.22656,-0.345275,-0.0715685,-6.67446,-0.0889471
4.7,-7.13501,-0.456906,-0.1155,-6.49591,-0.151281
4.705,-7.52563,-0.507339,-0.118288,-6.32803,-0.200537
4.71,-7.54395,-0.488905,-0.0721403,-6.17076,-0.23437
4.715,-6.90918,-0.403393,0.0133835,-6.02399,-0.251307
4.72,-6.51245,-0.261764,0.103618,-5.88749,-0.250744
4.725,-6.38428,-0.0828298,0.150608,-5.76102,-0.232777
4.73,-5.7251,0.109367,0.122654,-5.64428,-0.198255
4.735,-5.00488,0.289162,0.032085,-5.53689,-0.148863
4.74,-5.07202,0.432704,-0.063498,-5.43842,-0.0870181
4.745,-5.43823,0.521076,-0.0954173,-5.34838,-0.0156286
4.75,-5.14526,0.542671,-0.03508,-5.26625,0.0620827
4.755,-4.29688,0.49507,0.0761703,-5.19148,0.142454
4.76,-3.97339,0.385139,0.148914,-5.1234,0.221536
4.765,-4.43115,0.227656,0.1096,-5.06138,0.29548
4.77,-4.91943,0.043224,-0.0377617,-5.00472,0.36076
4.775,-4.96216,-0.14439,-0.200857,-4.95272,0.41412
4.78,-5.12085,-0.311547,-0.253921,-4.90462,0.452694
4.785,-5.34058,-0.438021,-0.125472,-4.85968,0.474245
4.79,-4.94385,-0.509643,0.13889,-4.81715,0.477293
4.795,-4.12598,-0.519714,0.388663,-4.77626,0.461086
4.8,-4.13208,-0.469687,0.454928,-4.73623,0.425612
4.805,-4.91943,-0.368802,0.258561,-4.69629,0.371704
4.81,-5.15747,-0.232465,-0.128411,-4.65571,0.301002
4.815,-4.75464,-0.0796575,-0.511174,-4.61375,0.215767
4.82,-4.58374,0.0698576,-0.675334,-4.56968,0.118806
4.825,-4.60205,0.198015,-0.506568,-4.52282,0.0135052
4.83,-4.11377,0.290794,-0.059402,-4.47256,-0.0963075
4.835,-3.32031,0.340008,0.462905,-4.41828,-0.206631
4.84,-3.2959,0.344021,0.808845,-4.35943,-0.31347
4.845,-3.59497,0.307212,0.805008,-4.29549,-0.412795
4.85,-3.60718,0.238756,0.443672,-4.22601,-0.500739
4.855,-3.86353,0.151111,-0.112892,-4.15057,-0.573989
4.86,-4.71191,0.0580476,-0.610381,-4.06882,-0.62989
4.865,-5.78003,-0.0277771,-0.824511,-3.98048,-0.666249
4.87,-5.7251,-0.0963635,-0.66888,-3.88533,-0.681453
4.875,-4.42505,-0.141447,-0.235177,-3.78323,-0.674811
4.88,-3.45459,-0.161071,0.256005,-3.67407,-0.646465
4.885,-3.72925,-0.157476,0.569953,-3.55781,-0.597232
4.89,-4.11377,-0.136229,0.577589,-3.43447,-0.528554
4.895,-3.54614,-0.104649,0.315365,-3.30416,-0.44261
4.9,-3.2959,-0.0702863,-0.0463231,-3.16702,-0.342308
4.905,-3.53394,-0.0398022,-0.306959,-3.02326,-0.230937
4.91,-3.4729,-0.0179509,-0.34878,-2.87318,-0.112101
4.915,-3.01514,-0.00666013,-0.192458,-2.7171,0.0102934
4.92,-2.67944,-0.00511252,0.0370739,-2.5554,0.132291
4.925,-2.51465,-0.0105045,0.204228,-2.38849,0.250074
4.93,-2.05078,-0.0188435,0.245215,-2.21686,0.360058
4.935,-1.40991,-0.0258465,0.18545,-2.04103,0.458923
4.94,-1.39771,-0.0279438,0.0900085,-1.86152,0.543679
4.945,-1.95313,-0.0233437,-0.0014847,-1.67891,0.611962
4.95,-1.89819,-0.0123342,-0.0987894,-1.49382,0.662173
4.955,-1.06812,0.0029747,-0.225239,-1.30686,0.693208
4.96,-0.67749,0.0190063,-0.357955,-1.11866,0.704555
4.965,-0.817871,0.0315307,-0.408361,-0.929852,0.696485
4.97,-0.512695,0.0365892,-0.275779,-0.74111,0.670056
4.975,0.280762,0.0317443,0.0561208,-0.553085,0.626786
4.98,0.561523,0.0167748,0.462749,-0.366408,0.568547
4.985,0.463867,-0.00633573,0.723838,-0.181704,0.497752
4.99,0.872803,-0.0336946,0.65806,0.000398257,0.41723
4.995,1.09863,-0.0596998,0.258331,0.179309,0.329934
5,0.57373,-0.0779334,-0.275055,0.35448,0.238941
5.005,-0.65918,-0.0826163,-0.643529,0.525381,0.147401
5.01,-1.16577,-0.0699993,-0.639636,0.691499,0.0582821
5.015,-0.231934,-0.0392797,-0.288007,0.852376,-0.025786
5.02,0.994873,0.00711764,0.167477,1.00761,-0.102503
5.025,1.28784,0.0633337,0.42645,1.15681,-0.169885
5.03,1.10474,0.120816,0.334022,1.29966,-0.226285
5.035,1.0498,0.169589,-0.0178745,1.43588,-0.270656
5.04,0.708008,0.199824,-0.360037,1.56527,-0.302581
5.045,0.335693,0.203349,-0.436577,1.68765,-0.322003
5.05,1.35498,0.175041,-0.181923,1.80291,-0.329256
5.055,2.86865,0.114234,0.238139,1.91099,-0.32513
5.06,2.89307,0.0253111,0.547183,2.01189,-0.310926
5.065,2.02637,-0.0828442,0.549481,2.10567,-0.288179
5.07,1.62354,-0.197796,0.257076,2.19239,-0.258475
5.075,1.84937,-0.304741,-0.130895,2.27222,-0.223626
5.08,1.94092,-0.388479,-0.374154,2.34537,-0.185592
5.085,1.76392,-0.435847,-0.35308,2.41207,-0.146103
5.09,2.0874,-0.43759,-0.136782,2.47259,-0.106668
5.095,2.771,-0.389621,0.0814549,2.52723,-0.0687489
5.1,2.90527,-0.293763,0.127698,2.57636,-0.0336424
5.105,2.79541,-0.158059,-0.0312661,2.62034,-0.00231502
5.11,2.83813,0.00403901,-0.270828,2.65959,0.0246597
5.115,3.55225,0.175451,-0.398741,2.69452,0.0469057
5.12,4.31519,0.337481,-0.284447,2.72558,0.0642974
5.125,4.37622,0.471863,0.0550063,2.7532,0.0770829
5.13,4.37012,0.562883,0.461415,2.77783,0.0859061
5.135,4.8584,0.599499,0.725136,2.79989,0.0915045
5.14,5.01709,0.576578,0.702113,2.81987,0.0947021
5.145,4.12598,0.495273,0.390905,2.83817,0.0965195
5.15,3.33862,0.362847,-0.0707515,2.85521,0.098154
5.155,3.19214,0.191873,-0.482439,2.87134,0.100624
5.16,2.64893,-0.00105975,-0.685469,2.88693,0.104817
5.165,1.72729,-0.197473,-0.636206,2.90231,0.111549
5.17,1.41602,-0.37906,-0.410503,2.91776,0.12153
5.175,2.44751,-0.529149,-0.142306,2.93352,0.135213
5.18,3.10059,-0.634154,0.0632526,2.94984,0.152639
5.185,2.57568,-0.685156,0.185765,2.96687,0.173522
5.19,2.45972,-0.678431,0.277108,2.98469,0.197485
5.195,3.07007,-0.615143,0.392086,3.00338,0.223906
5.2,3.52783,-0.500961,0.516896,3.02295,0.251908
5.205,3.39966,-0.34558,0.556845,3.04335,0.280468
5.21,3.26538,-0.161695,0.402068,3.06447,0.308433
5.215,3.38745,0.0360781,0.0286423,3.08612,0.334427
5.22,3.25317,0.232273,-0.44144,3.10808,0.356859
5.225,2.62451,0.411608,-0.782767,3.13006,0.37435
5.23,2.39258,0.559829,-0.798381,3.15171,0.385796
5.235,3.08228,0.664816,-0.457564,3.17261,0.390158
5.24,3.68042,0.717489,0.0627158,3.19234,0.38648
5.245,3.71704,0.712233,0.475581,3.21037,0.374061
5.25,3.84521,0.647569,0.564,3.22614,0.352645
5.255,4.02222,0.526719,0.32088,3.23902,0.322183
5.26,3.22876,0.35779,-0.0483624,3.24838,0.282899
5.265,1.89819,0.153233,-0.266752,3.25354,0.235537
5.27,1.47705,-0.0708887,-0.17691,3.25379,0.181297
5.275,2.35596,-0.295755,0.151505,3.24839,0.121533
5.28,2.61841,-0.501123,0.473391,3.23657,0.0577649
5.285,1.7334,-0.667337,0.53937,3.21754,-0.00812246
5.29,0.90332,-0.777544,0.265787,3.19047,-0.0738738
5.295,0.500488,-0.819249,-0.212213,3.15458,-0.137081
5.3,0.0488281,-0.785947,-0.633637,3.10907,-0.19551
5.305,-0.341797,-0.678435,-0.778425,3.05315,-0.247033
5.31,0.183105,-0.505215,-0.591559,2.98604,-0.289688
5.315,1.54419,-0.281999,-0.189579,2.90694,-0.32176
5.32,2.0752,-0.0302763,0.234649,2.81515,-0.341919
5.325,2.04468,0.224511,0.530187,2.70994,-0.349072
5.33,2.56348,0.455777,0.644568,2.59064,-0.34247
5.335,3.22876,0.638902,0.598577,2.45662,-0.321925
5.34,3.52783,0.754194,0.427998,2.3073,-0.287837
5.345,3.1311,0.7892,0.154323,2.14215,-0.241072
5.35,2.72217,0.740291,-0.19335,1.96068,-0.182853
5.355,2.44141,0.613621,-0.537377,1.76246,-0.114994
5.36,2.05688,0.424581,-0.746579,1.54718,-0.0398237
5.365,1.08643,0.195806,-0.693159,1.31456,0.040061
5.37,1.22681,-0.0456354,-0.342361,1.06438,0.121933
5.375,2.4353,-0.271322,0.190978,0.7965,0.2028
5.38,2.66724,-0.454963,0.67553,0.510865,0.279451
5.385,1.72119,-0.575897,0.877933,0.207509,0.348751
5.39,0.823975,-0.621852,0.693028,-0.113464,0.407893
5.395,0.769043,-0.590262,0.208064,-0.451875,0.454326
5.4,0.476074,-0.488421,-0.341125,-0.807452,0.485783
5.405,-0.421143,-0.332717,-0.695044,-1.17985,0.500561
5.41,-0.769043,-0.146276,-0.704621,-1.56863,0.497605
5.415,-0.476074,0.0443909,-0.39886,-1.97331,0.476448
5.42,-0.32959,0.213071,0.046541,-2.3933,0.437205
5.425,-0.842285,0.337221,0.412317,-2.82793,0.380729
5.43,-1.09253,0.400944,0.547059,-3.27649,0.308648
5.435,-1.28174,0.397378,0.428549,-3.7382,0.223209
5.44,-2.14233,0.329611,0.153267,-4.21215,0.127194
5.445,-3.6438,0.209891,-0.128737,-4.69743,0.0240682
5.45,-4.79126,0.0578718,-0.291317,-5.19309,-0.082241
5.455,-5.29175,-0.102114,-0.285493,-5.69811,-0.187638
5.46,-5.67627,-0.244588,-0.147737,-6.21142,-0.287982
5.465,-6.53687,-0.346811,0.0338297,-6.73191,-0.379071
5.47,-7.26318,-0.392058,0.168405,-7.25846,-0.456684
5.475,-7.31201,-0.371831,0.202129,-7.78991,-0.516983
5.48,-8.17871,-0.287157,0.133639,-8.32507,-0.556804
5.485,-9.29565,-0.148815,0.00472926,-8.86273,-0.573574
5.49,-9.86328,0.0240142,-0.123922,-9.40169,-0.56535
5.495,-9.94873,0.206621,-0.197195,-9.94076,-0.531079
5.5,-10.3149,0.372329,-0.181791,-10.4787,-0.470791
5.505,-11.2793,0.496064,-0.075614,-11.0144,-0.385478
5.51,-12.0239,0.557768,0.0890821,-11.5467,-0.276964
5.515,-11.9995,0.545397,0.24873,-12.0743,-0.148072
5.52,-12.3901,0.456945,0.325524,-12.5962,-0.00279617
5.525,-13.7512,0.300703,0.263355,-13.1112,0.154143
5.53,-15.0208,0.0943176,0.0669037,-13.6183,0.3175
5.535,-15.4602,-0.137199,-0.1833,-14.1165,0.481523
5.54,-16.3391,-0.364703,-0.358525,-14.6049,0.640083
5.545,-17.4866,-0.558836,-0.349952,-15.0825,0.786945
5.55,-17.8528,-0.693836,-0.142307,-15.5484,0.916075
5.555,-17.5476,-0.750743,0.157822,-16.0019,1.02172
5.56,-17.9199,-0.719898,0.372194,-16.4423,1.0987
5.565,-18.7622,-0.602536,0.359737,-16.8687,1.14272
5.57,-18.8965,-0.41089,0.116323,-17.2808,1.15053
5.575,-18.7012,-0.166475,-0.207588,-17.6779,1.1199
5.58,-18.8538,0.102498,-0.395306,-18.0596,1.04983
5.585,-19.7693,0.364394,-0.306116,-18.4255,0.940728
5.59,-19.9036,0.587942,0.0219881,-18.7752,0.794547
5.595,-19.0186,0.746258,0.384002,-19.1087,0.614585
5.6,-18.573,0.820276,0.538342,-19.4256,0.405278
5.605,-19.3726,0.800726,0.370216,-19.726,0.172278
5.61,-20.6299,0.689233,-0.026212,-20.0098,-0.0775426
5.615,-21.5088,0.498464,-0.406022,-20.277,-0.336551
5.62,-21.991,0.250493,-0.53481,-20.5279,-0.596679
5.625,-22.3022,-0.0260239,-0.342928,-20.7624,-0.849443
5.63,-22.4365,-0.299353,0.0328885,-20.981,-1.08612
5.635,-22.113,-0.538315,0.347754,-21.1839,-1.29831
5.64,-22.3755,-0.715724,0.414214,-21.3714,-1.4783
5.645,-23.3887,-0.81165,0.222235,-21.544,-1.61925
5.65,-24.0234,-0.815797,-0.0683794,-21.7021,-1.71524
5.655,-23.5779,-0.728463,-0.250351,-21.8462,-1.76168
5.66,-22.8149,-0.560282,-0.212697,-21.9769,-1.75567
5.665,-22.9858,-0.331174,-0.00527453,-22.0947,-1.69593
5.67,-22.8821,-0.0679911,0.212529,-22.2001,-1.58286
5.675,-21.7163,0.19906,0.290357,-22.2939,-1.41863
5.68,-21.0938,0.439978,0.184458,-22.3766,-1.20719
5.685,-21.4172,0.627976,-0.0291221,-22.4488,-0.954095
5.69,-21.3806,0.742528,-0.221373,-22.5113,-0.666231
5.695,-20.6177,0.771804,-0.297057,-22.5647,-0.351864
5.7,-19.9585,0.713838,-0.239552,-22.6096,-0.0203456
5.705,-19.7876,0.576492,-0.0932565,-22.6466,0.318334
5.71,-19.6472,0.37627,0.0819141,-22.6764,0.653939
5.715,-19.0247,0.136427,0.239264,-22.6996,0.97607
5.72,-18.6768,-0.115618,0.341371,-22.7167,1.27455
5.725,-19.2505,-0.351699,0.346889,-22.7284,1.53996
5.73,-19.3542,-0.546052,0.219701,-22.7351,1.76399
5.735,-18.811,-0.678113,-0.0323615,-22.7373,1.9395
5.74,-18.9087,-0.734638,-0.322829,-22.7356,2.06079
5.745,-19.9036,-0.711029,-0.501277,-22.7302,2.12388
5.75,-20.2393,-0.611853,-0.43257,-22.7217,2.12666
5.755,-19.4031,-0.449764,-0.100636,-22.7103,2.06893
5.76,-18.7195,-0.243775,0.34598,-22.6963,1.95229
5.765,-18.573,-0.017153,0.655818,-22.68,1.78019
5.77,-19.1284,0.205114,0.621499,-22.6615,1.55791
5.775,-19.8547,0.399288,0.221927,-22.641,1.29217
5.78,-20.5627,0.545609,-0.340602,-22.6187,0.990873
5.785,-21.8445,0.630077,-0.745783,-22.5945,0.66298
5.79,-22.6929,0.645716,-0.745124,-22.5684,0.318397
5.795,-22.345,0.593195,-0.317583,-22.5406,-0.0325232
5.8,-22.3206,0.480666,0.31221,-22.5108,-0.37956
5.805,-23.3948,0.322247,0.805374,-22.4789,-0.712726
5.81,-24.3835,0.136144,0.906417,-22.4448,-1.02249
5.815,-24.9146,-0.0572438,0.581377,-22.4083,-1.3002
5.82,-25.9766,-0.237497,0.0176567,-22.3692,-1.53848
5.825,-27.3376,-0.386456,-0.500753,-22.3272,-1.73115
5.83,-28.2104,-0.49029,-0.754156,-22.2819,-1.8734
5.835,-28.2471,-0.540627,-0.686017,-22.2331,-1.96208
5.84,-27.6672,-0.535095,-0.39115,-22.1804,-1.99582
5.845,-27.5574,-0.477331,-0.0247294,-22.1235,-1.975
5.85,-27.1851,-0.37632,0.289803,-22.0619,-1.90143
5.855,-25.9888,-0.244957,0.497049,-21.9954,-1.77847
5.86,-25.4761,-0.0983695,0.586336,-21.9234,-1.61091
5.865,-25.5554,0.0476742,0.552494,-21.8457,-1.4047
5.87,-25.2197,0.178376,0.38477,-21.7617,-1.1666
5.875,-24.2432,0.281566,0.093138,-21.6712,-0.904144
5.88,-23.7488,0.3489,-0.257516,-21.5737,-0.625439
5.885,-23.8831,0.376175,-0.547067,-21.4688,-0.338666
5.89,-23.8159,0.363437,-0.649864,-21.3562,-0.051809
5.895,-22.8821,0.314897,-0.506273,-21.2357,0.227408
5.9,-21.5576,0.238421,-0.166246,-21.1068,0.491699
5.905,-20.7947,0.144224,0.227891,-20.9694,0.734554
5.91,-19.9646,0.043453,0.512513,-20.8232,0.950443
5.915,-19.2566,-0.0528531,0.582976,-20.6681,1.13479
5.92,-19.165,-0.134786,0.437158,-20.5038,1.28391
5.925,-19.458,-0.194687,0.163023,-20.3303,1.39526
5.93,-19.1101,-0.227979,-0.115437,-20.1476,1.46755
5.935,-18.1335,-0.233223,-0.295335,-19.9556,1.50053
5.94,-17.8894,-0.211888,-0.328819,-19.7543,1.49484
5.945,-18.1274,-0.168275,-0.225608,-19.5439,1.45211
5.95,-17.8528,-0.109001,-0.0371751,-19.3246,1.37498
5.955,-16.9067,-0.0419754,0.160128,-19.0966,1.2668
5.96,-16.0095,0.0245177,0.284481,-18.8601,1.13141
5.965,-16.0339,0.0826335,0.275927,-18.6155,0.973069
5.97,-16.2109,0.125785,0.12686,-18.3631,0.796503
5.975,-15.9119,0.149512,-0.10062,-18.1036,0.606612
5.98,-15.4724,0.151825,-0.290771,-17.8373,0.408246
5.985,-15.5334,0.133215,-0.329332,-17.5649,0.206304
5.99,-15.387,0.0963884,-0.172339,-17.287,0.00567485
5.995,-14.5508,0.0462271,0.114121,-17.0043,-0.189059
6,-13.6536,-0.0105532,0.378169,-16.7177,-0.373756
6.005,-13.7756,-0.06652,0.467362,-16.4278,-0.544524
6.01,-14.1174,-0.114647,0.324216,-16.1356,-0.697784
6.015,-13.678,-0.14894,0.0276107,-15.8421,-0.830461
6.02,-13.6597,-0.164862,-0.250371,-15.5482,-0.940159
6.025,-14.0137,-0.160123,-0.349342,-15.255,-1.02499
6.03,-13.8367,-0.13518,-0.222324,-14.9634,-1.08346
6.035,-12.9822,-0.0929564,0.0328686,-14.6747,-1.1146
6.04,-12.4268,-0.0383647,0.238012,-14.39,-1.11812
6.045,-12.7075,0.0221775,0.251483,-14.1103,-1.09431
6.05,-12.9578,0.0813192,0.062111,-13.837,-1.04379
6.055,-12.5916,0.132028,-0.200379,-13.5712,-0.967824
6.06,-12.6953,0.168518,-0.348392,-13.3142,-0.868352
6.065,-13.0615,0.186821,-0.257818,-13.0671,-0.747827
6.07,-12.8113,0.185256,0.0504456,-12.8313,-0.609082
6.075,-12.1399,0.164751,0.417011,-12.6081,-0.455415
6.08,-11.9019,0.128699,0.635367,-12.3985,-0.290664
6.085,-12.5305,0.0823986,0.572491,-12.2038,-0.118926
6.09,-13.3728,0.032257,0.245823,-12.0253,0.0555219
6.095,-13.4094,-0.0150146,-0.188025,-11.8642,0.22818
6.1,-13.4338,-0.0533299,-0.521534,-11.7215,0.394375
6.105,-13.9648,-0.0785993,-0.606157,-11.5983,0.549483
6.11,-14.0686,-0.0892943,-0.425278,-11.4959,0.689148
6.115,-13.324,-0.0864294,-0.0909788,-11.4151,0.80932
6.12,-12.7686,-0.0733949,0.227035,-11.3569,0.9062
6.125,-12.8845,-0.0555455,0.396123,-11.3223,0.97653
6.13,-12.9333,-0.0394101,0.38457,-11.312,1.01791
6.135,-12.5366,-0.0314082,0.259437,-11.327,1.02868
6.14,-12.5488,-0.0362881,0.12896,-11.3678,1.00791
6.145,-13.2446,-0.0562171,0.0691507,-11.4351,0.955658
6.15,-13.5071,-0.0903168,0.0803891,-11.5295,0.873123
6.155,-13.1531,-0.134174,0.0979882,-11.6513,0.762489
6.16,-13.147,-0.179863,0.0490989,-11.8009,0.626708
6.165,-13.9099,-0.217204,-0.0867453,-11.9786,0.469553
6.17,-14.6057,-0.235402,-0.255397,-12.1845,0.295657
6.175,-14.5447,-0.224626,-0.359233,-12.4187,0.11039
6.18,-14.4531,-0.177545,-0.321415,-12.6812,-0.0804287
6.185,-15.1001,-0.0913615,-0.136239,-12.9717,-0.270642
6.19,-15.1917,0.0308659,0.125179,-13.29,-0.453863
6.195,-14.7888,0.1801,0.355892,-13.6357,-0.623837
6.2,-14.6606,0.341654,0.471703,-14.0083,-0.774803
6.205,-15.3625,0.496458,0.449058,-14.4073,-0.901445
6.21,-16.2781,0.622892,0.320628,-14.8319,-0.999018
6.215,-16.3452,0.699675,0.140023,-15.2813,-1.06378
6.22,-16.6199,0.709148,-0.0506619,-15.7545,-1.09316
6.225,-17.6941,0.639956,-0.226955,-16.2505,-1.08577
6.23,-18.4387,0.489251,-0.366044,-16.7682,-1.04139
6.235,-18.512,0.264049,-0.432456,-17.3062,-0.961102
6.24,-18.7622,-0.0185661,-0.386392,-17.8633,-0.847432
6.245,-19.4214,-0.332647,-0.212799,-18.438,-0.70413
6.25,-19.9402,-0.645676,0.0524486,-19.0287,-0.535913
6.255,-19.5496,-0.921923,0.325694,-19.6337,-0.348472
6.26,-19.1772,-1.12653,0.512002,-20.2514,-0.148377
6.265,-19.6472,-1.23015,0.552402,-20.8799,0.0572515
6.27,-20.2698,-1.21306,0.448269,-21.5174,0.261169
6.275,-20.0562,-1.068,0.247825,-22.1618,0.456169
6.28,-20.105,-0.801829,0.0097539,-22.8112,0.635224
6.285,-20.8496,-0.435581,-0.222226,-23.4635,0.791839
6.29,-21.0632,-0.0031068,-0.416021,-24.1166,0.920457
6.295,-20.4346,0.452354,-0.532965,-24.7684,1.01661
6.3,-20.3857,0.883106,-0.522193,-25.4165,1.07692
6.305,-21.0266,1.24204,-0.345924,-26.0588,1.09931
6.31,-21.3806,1.48796,-0.0227264,-26.6931,1.0832
6.315,-21.5393,1.59069,0.349119,-27.3171,1.02942
6.32,-21.8445,1.53514,0.620927,-27.9286,0.940078
6.325,-22.8333,1.32325,0.669344,-28.5253,0.81862
6.33,-24.53,0.973967,0.471004,-29.105,0.669897
6.335,-26.2207,0.521562,0.121134,-29.6656,0.499797
6.34,-28.2776,0.0120576,-0.218978,-30.2048,0.314843
6.345,-30.5664,-0.501924,-0.412318,-30.7205,0.122078
6.35,-32.2876,-0.967295,-0.414251,-31.2106,-0.0710765
6.355,-33.0688,-1.3361,-0.276088,-31.6732,-0.257233
6.36,-33.374,-1.57076,-0.0911656,-32.1063,-0.429488
6.365,-34.8572,-1.64839,0.0683611,-32.508,-0.581556
6.37,-36.2183,-1.5634,0.175772,-32.8766,-0.707875
6.375,-36.3647,-1.32769,0.226393,-33.2103,-0.803942
6.38,-36.1877,-0.968722,0.205597,-33.5075,-0.866642
6.385,-36.3831,-0.526274,0.092075,-33.7667,-0.894272
6.39,-36.4685,-0.0477089,-0.100981,-33.9865,-0.88646
6.395,-35.9375,0.417524,-0.290662,-34.1658,-0.844271
6.4,-35.6689,0.823397,-0.345313,-34.3032,-0.770291
6.405,-35.9985,1.13209,-0.168256,-34.3978,-0.668327
6.41,-35.8398,1.3176,0.207192,-34.4487,-0.54309
6.415,-34.3994,1.36808,0.593342,-34.4551,-0.400233
6.42,-33.6243,1.28657,0.738229,-34.4165,-0.246251
6.425,-34.2163,1.08963,0.488846,-34.3323,-0.0880943
6.43,-35.4004,0.804442,-0.0825591,-34.2021,0.0674013
6.435,-36.2488,0.465287,-0.689279,-34.0259,0.213656
6.44,-36.2183,0.109388,-0.989353,-33.8035,0.344467
6.445,-35.9863,-0.227567,-0.797744,-33.535,0.454346
6.45,-35.2844,-0.51527,-0.210603,-33.2207,0.538803
6.455,-34.137,-0.731279,0.447426,-32.861,0.594474
6.46,-33.429,-0.862477,0.822712,-32.4564,0.619145
6.465,-33.667,-0.90553,0.748412,-32.0075,0.611999
6.47,-33.7158,-0.866317,0.332072,-31.5152,0.573835
6.475,-33.0627,-0.758046,-0.136173,-30.9804,0.506787
6.48,-32.3364,-0.598686,-0.383876,-30.4043,0.414017
6.485,-31.9336,-0.408614,-0.324414,-29.7879,0.299861
6.49,-31.2317,-0.208326,-0.0828115,-29.1328,0.169773
6.495,-29.7974,-0.0162166,0.121021,-28.4403,0.02991
6.5,-28.7354,0.153149,0.137604,-27.7121,-0.113248
6.505,-28.4424,0.2896,-0.0155939,-26.9498,-0.253064
6.51,-27.9358,0.387348,-0.188516,-26.1552,-0.382963
6.515,-26.4893,0.444782,-0.226119,-25.3303,-0.496765
6.52,-24.8047,0.463763,-0.0864074,-24.477,-0.589153
6.525,-23.7305,0.448648,0.135141,-23.5973,-0.655672
6.53,-22.9614,0.405128,0.28419,-22.6935,-0.692715
6.535,-21.7224,0.339729,0.260497,-21.7676,-0.697895
6.54,-20.1172,0.25926,0.0836645,-20.8221,-0.670346
6.545,-19.0247,0.170247,-0.128815,-19.859,-0.610643
6.55,-18.0298,0.07859,-0.246525,-18.8809,-0.52058
6.555,-16.7053,-0.0102196,-0.209118,-17.89,-0.403232
6.56,-15.3442,-0.0909859,-0.0535889,-16.8887,-0.26297
6.565,-14.1052,-0.159174,0.124025,-15.8795,-0.105145
6.57,-12.677,-0.211195,0.234962,-14.8648,0.0642628
6.575,-10.9375,-0.244327,0.24137,-13.8468,0.238741
6.58,-9.83276,-0.256921,0.158945,-12.8281,0.411343
6.585,-9.57031,-0.248889,0.0311261,-11.811,0.575187
6.59,-8.80127,-0.222117,-0.0982993,-10.7976,0.723807
6.595,-7.00073,-0.18029,-0.196008,-9.79042,0.851163
6.6,-5.52368,-0.128468,-0.236764,-8.79156,0.951862
6.605,-4.99878,-0.0726464,-0.204232,-7.80318,1.02153
6.61,-4.65698,-0.0192959,-0.10087,-6.8274,1.05705
6.615,-3.479,0.0257355,0.0416484,-5.86625,1.05649
6.62,-1.84937,0.0580998,0.169288,-4.92166,1.01917
6.625,-1.14746,0.0756093,0.232216,-3.99548,0.945761
6.63,-1.12305,0.0784785,0.214359,-3.08948,0.838435
6.635,-0.561523,0.0693228,0.143455,-2.20532,0.700577
6.64,0.22583,0.0529304,0.0689904,-1.34455,0.536524
6.645,0.408936,0.0352963,0.0253822,-0.508632,0.351559
6.65,0.378418,0.0223073,0.00926058,0.301077,0.151873
6.655,0.909424,0.0187867,-0.0120835,1.08334,-0.0557189
6.66,1.78223,0.02772,-0.0657645,1.83705,-0.264315
6.665,1.9104,0.0492989,-0.14149,2.56122,-0.467052
6.67,2.04468,0.0804057,-0.191788,3.25495,-0.657135
6.675,2.64282,0.115049,-0.168075,3.91749,-0.828145
6.68,3.11279,0.145479,-0.0639717,4.5482,-0.974498
6.685,3.40576,0.163225,0.0732364,5.14661,-1.09158
6.69,4.15039,0.160468,0.174221,5.71232,-1.17565
6.695,5.22461,0.131849,0.197356,6.24509,-1.22408
6.7,5.53589,0.0758539,0.156978,6.74477,-1.2356
6.705,4.85229,-0.00447574,0.106978,7.21137,-1.21009
6.71,4.78516,-0.101571,0.0899262,7.64498,-1.14849
6.715,5.96313,-0.203933,0.0973927,8.0458,-1.05297
6.72,6.7627,-0.297304,0.0761721,8.41415,-0.926956
6.725,6.41479,-0.366766,-0.0195834,8.75047,-0.774734
6.73,6.06689,-0.399202,-0.173615,9.0553,-0.601191
6.735,6.48804,-0.385361,-0.300522,9.32926,-0.411823
6.74,7.32422,-0.321564,-0.300364,9.57311,-0.212714
6.745,7.88574,-0.21091,-0.136501,9.78766,-0.0101716
6.75,8.10547,-0.0634786,0.122989,9.9738,0.189698
6.755,8.94775,0.104638,0.337457,10.1325,0.381083
6.76,10.1563,0.273334,0.383369,10.2649,0.558528
