sec,EEG,alpha,beta,delta,theta 
29.4,-28.0212,-0.709769,0.0315283,-27.4443,0.952875
29.405,-27.0996,-0.557549,0.112076,-27.167,1.05883
29.41,-26.5015,-0.353655,0.122685,-26.8991,1.15019
29.415,-26.5442,-0.114687,0.0854794,-26.641,1.22559
29.42,-26.0498,0.138326,0.0490306,-26.3931,1.28401
29.425,-25.1648,0.381901,0.0507864,-26.1556,1.32467
29.43,-24.5972,0.592507,0.0878507,-25.9287,1.34682
29.435,-24.3591,0.748997,0.117172,-25.7124,1.35
29.44,-24.3286,0.834716,0.0884451,-25.5068,1.33403
29.445,-24.1577,0.839766,-0.0118751,-25.3118,1.29895
29.45,-23.8892,0.762423,-0.139289,-25.1274,1.24499
29.455,-24.1272,0.609451,-0.211154,-24.9534,1.17259
29.46,-24.3225,0.39556,-0.158503,-24.7894,1.0826
29.465,-24.1272,0.142204,0.0220062,-24.6353,0.97618
29.47,-24.3347,-0.124631,0.254449,-24.4906,0.854596
29.475,-24.7314,-0.377371,0.420448,-24.3549,0.71942
29.48,-24.8047,-0.589973,0.425696,-24.2277,0.572683
29.485,-24.7437,-0.740836,0.253579,-24.1087,0.416628
29.49,-25.1404,-0.815227,-0.0244786,-23.9971,0.253596
29.495,-26.0376,-0.807103,-0.287404,-23.8924,0.0862502
29.5,-26.5137,-0.719863,-0.426121,-23.794,-0.0823992
29.505,-25.769,-0.565825,-0.392912,-23.7014,-0.249253
29.51,-24.9084,-0.364391,-0.212688,-23.6139,-0.411216
29.515,-24.7253,-0.139586,0.0407305,-23.5307,-0.565135
29.52,-24.7559,0.0828308,0.281728,-23.4514,-0.707812
29.525,-24.1699,0.278684,0.439916,-23.3753,-0.83617
29.53,-23.5474,0.428381,0.472148,-23.3018,-0.94735
29.535,-23.7183,0.518891,0.36774,-23.2303,-1.03871
29.54,-23.8647,0.544929,0.153134,-23.1602,-1.10776
29.545,-23.6816,0.509278,-0.10742,-23.0911,-1.15249
29.55,-23.6572,0.42212,-0.323474,-23.0225,-1.17152
29.555,-24.1821,0.299032,-0.4087,-22.954,-1.16399
29.56,-24.2676,0.158354,-0.321006,-22.8852,-1.12947
29.565,-23.4802,0.0186698,-0.0900681,-22.8158,-1.06808
29.57,-22.8271,-0.103637,0.187512,-22.7456,-0.980654
29.575,-22.5281,-0.196533,0.392182,-22.6744,-0.868662
29.58,-22.4548,-0.253659,0.438218,-22.6022,-0.734093
29.585,-22.2839,-0.274646,0.313752,-22.5288,-0.579509
29.59,-21.9971,-0.264473,0.0814473,-22.4544,-0.408084
29.595,-21.9421,-0.232132,-0.157586,-22.3791,-0.223414
29.6,-21.698,-0.188931,-0.311646,-22.303,-0.0292794
29.605,-21.1426,-0.146099,-0.332585,-22.2266,0.170255
29.61,-20.7092,-0.112589,-0.223349,-22.15,0.370866
29.615,-20.4712,-0.0939529,-0.0243097,-22.0738,0.568205
29.62,-20.4224,-0.0916305,0.204584,-21.9984,0.758102
29.625,-19.6594,-0.102672,0.395408,-21.9245,0.936531
29.63,-18.9148,-0.120502,0.482073,-21.8526,1.09966
29.635,-19.696,-0.136386,0.41741,-21.7835,1.244
29.64,-20.3674,-0.1414,0.198821,-21.7178,1.36664
29.645,-19.9951,-0.128183,-0.11272,-21.6565,1.46527
29.65,-19.8364,-0.092454,-0.400337,-21.6002,1.53802
29.655,-20.6238,-0.034157,-0.534819,-21.5499,1.58364
29.66,-20.99,0.042049,-0.439303,-21.5065,1.6017
29.665,-20.3308,0.127562,-0.140074,-21.4708,1.5925
29.67,-19.519,0.211049,0.232331,-21.4439,1.55685
29.675,-19.5007,0.279857,0.502426,-21.4267,1.49621
29.68,-20.0134,0.321918,0.541889,-21.42,1.41266
29.685,-20.3613,0.32787,0.341064,-21.4249,1.30872
29.69,-20.874,0.292901,0.0161741,-21.4422,1.18728
29.695,-21.6248,0.217495,-0.252171,-21.4729,1.0515
29.7,-21.9727,0.107537,-0.320577,-21.5177,0.904853
29.705,-22.0825,-0.0261658,-0.164178,-21.5775,0.750852
29.71,-22.4854,-0.169093,0.111764,-21.653,0.592829
29.715,-23.2056,-0.305036,0.335781,-21.745,0.43399
29.72,-23.7122,-0.418268,0.371534,-21.8541,0.277455
29.725,-23.5718,-0.495406,0.196782,-21.9809,0.126108
29.73,-23.9807,-0.527074,-0.0870291,-22.1259,-0.0176325
29.735,-25.0549,-0.509275,-0.319137,-22.2894,-0.151882
29.74,-25.8057,-0.443925,-0.375602,-22.4718,-0.275092
29.745,-25.2319,-0.338313,-0.239381,-22.6735,-0.386121
29.75,-24.5972,-0.203913,-0.000589927,-22.8944,-0.48441
29.755,-24.9023,-0.0549798,0.209583,-23.1348,-0.569844
29.76,-25.3296,0.0931039,0.304194,-23.3945,-0.642522
29.765,-25.1404,0.225766,0.287204,-23.6735,-0.70297
29.77,-25.0732,0.330944,0.23235,-23.9716,-0.752062
29.775,-25.6653,0.400256,0.213042,-24.2884,-0.790784
29.78,-26.0925,0.429533,0.236718,-24.6236,-0.820072
29.785,-26.1536,0.418787,0.234104,-24.9767,-0.840868
29.79,-26.6357,0.3719,0.115686,-25.3472,-0.854123
29.795,-27.2949,0.295682,-0.14235,-25.7344,-0.860596
29.8,-28.1128,0.198527,-0.449143,-26.1375,-0.860704
29.805,-28.4119,0.0894159,-0.632008,-26.5559,-0.854522
29.81,-28.3447,-0.0228579,-0.540105,-26.9888,-0.841993
29.815,-28.6377,-0.130594,-0.153039,-27.4351,-0.822741
29.82,-28.5889,-0.227806,0.379819,-27.894,-0.795936
29.825,-28.1738,-0.309997,0.805626,-28.3645,-0.760418
29.83,-27.6672,-0.373783,0.905854,-28.8457,-0.71482
29.835,-28.5706,-0.41693,0.623636,-29.3365,-0.657595
29.84,-29.718,-0.438036,0.100554,-29.8358,-0.587073
29.845,-30.3528,-0.436301,-0.402524,-30.3428,-0.501608
29.85,-30.658,-0.41119,-0.650213,-30.8563,-0.399811
29.855,-30.719,-0.362645,-0.555589,-31.3753,-0.280585
29.86,-30.7434,-0.291595,-0.21066,-31.899,-0.143062
29.865,-30.4932,-0.200317,0.1844,-32.4264,0.0130684
29.87,-30.4199,-0.0924697,0.439765,-32.9567,0.187222
29.875,-30.8411,0.0264083,0.469327,-33.4889,0.378143
29.88,-31.1523,0.148886,0.309923,-34.0225,0.583934
29.885,-31.3965,0.266073,0.0704532,-34.5566,0.801796
29.89,-31.5735,0.368209,-0.139619,-35.0908,1.02803
29.895,-32.2876,0.445432,-0.256752,-35.6245,1.25807
29.9,-32.9651,0.488952,-0.265044,-36.1574,1.48665
29.905,-33.0383,0.492263,-0.172535,-36.6891,1.70789
29.91,-33.1238,0.452276,0.00351121,-37.2196,1.91537
29.915,-33.9172,0.369873,0.231229,-37.7486,2.1023
29.92,-34.8633,0.249823,0.44897,-38.2764,2.26187
29.925,-35.2295,0.100736,0.566446,-38.803,2.38739
29.93,-35.7971,-0.0653695,0.499225,-39.3288,2.47235
29.935,-37.4634,-0.234233,0.225485,-39.8541,2.51098
29.94,-39.3616,-0.390951,-0.175198,-40.3795,2.49849
29.945,-40.5823,-0.52146,-0.537557,-40.9056,2.43117
29.95,-41.0095,-0.61385,-0.684719,-41.4333,2.3064
29.955,-42.1143,-0.659585,-0.52325,-41.9634,2.12297
29.96,-42.9321,-0.654514,-0.104088,-42.4968,1.88143
29.965,-43.1824,-0.598963,0.390673,-43.0347,1.58416
29.97,-43.6707,-0.497585,0.736222,-43.5782,1.23523
29.975,-44.7144,-0.359013,0.781921,-44.1286,0.840551
29.98,-45.7947,-0.194836,0.52842,-44.6872,0.407793
29.985,-46.7346,-0.0184403,0.122616,-45.2554,-0.0537629
29.99,-48.2361,0.15631,-0.227352,-45.8348,-0.533572
29.995,-49.7498,0.316202,-0.367217,-46.4267,-1.02
30,-50.7996,0.449371,-0.274376,-47.0328,-1.50048
30.005,-51.1963,0.546027,-0.0556597,-47.6546,-1.96186
30.01,-51.7761,0.599231,0.130353,-48.2936,-2.39096
30.015,-53.1311,0.605129,0.177144,-48.9514,-2.77488
30.02,-54.7302,0.562824,0.0942817,-49.6296,-3.10129
30.025,-55.7007,0.4745,-0.0102449,-50.3296,-3.35902
30.03,-56.2195,0.345617,-0.0155007,-51.053,-3.5385
30.035,-57.0557,0.18439,0.118761,-51.8011,-3.63202
30.04,-57.9651,0.00134059,0.314513,-52.5752,-3.63383
30.045,-58.667,-0.190854,0.422473,-53.3766,-3.54052
30.05,-59.2834,-0.377855,0.327367,-54.2065,-3.35143
30.055,-60.4309,-0.544679,0.0414439,-55.0658,-3.06862
30.06,-61.2366,-0.676771,-0.283279,-55.9555,-2.69674
30.065,-61.2732,-0.761055,-0.440534,-56.8764,-2.24304
30.07,-61.3159,-0.787184,-0.302018,-57.8291,-1.71745
30.075,-61.7798,-0.74902,0.0883826,-58.8141,-1.13222
30.08,-61.6699,-0.645943,0.52441,-59.8316,-0.501498
30.085,-60.9741,-0.483406,0.751806,-60.8819,0.159017
30.09,-60.5408,-0.27296,0.620705,-61.9649,0.832407
30.095,-60.9802,-0.0318473,0.182411,-63.0804,1.501
30.1,-61.8958,0.218006,-0.334257,-64.2279,2.14694
30.105,-62.4329,0.45217,-0.652214,-65.4071,2.75269
30.11,-62.4146,0.646197,-0.604841,-66.6169,3.30156
30.115,-62.0178,0.778247,-0.226144,-67.8566,3.77822
30.12,-61.853,0.831637,0.277856,-69.1248,4.16917
30.125,-62.2925,0.797266,0.652133,-70.4203,4.46313
30.13,-63.3545,0.675445,0.732004,-71.7415,4.65124
30.135,-65.2405,0.476321,0.517497,-73.0866,4.72755
30.14,-67.3462,0.219196,0.149986,-74.4539,4.68932
30.145,-68.6829,-0.069178,-0.181853,-75.8413,4.537
30.15,-70.4041,-0.357353,-0.341826,-77.2464,4.27396
30.155,-72.9431,-0.612858,-0.295723,-78.6671,3.90659
30.16,-75.5432,-0.806146,-0.100141,-80.1006,3.4443
30.165,-77.3804,-0.914217,0.144529,-81.5444,2.89919
30.17,-78.7659,-0.923606,0.339808,-82.9958,2.28546
30.175,-80.9448,-0.832283,0.416122,-84.4519,1.61914
30.18,-83.5693,-0.650453,0.343291,-85.9098,0.917826
30.185,-85.9375,-0.399463,0.137458,-87.3665,0.199958
30.19,-88.147,-0.109014,-0.130853,-88.819,-0.515892
30.195,-90.6311,0.186277,-0.344804,-90.2642,-1.2113
30.2,-92.8833,0.451007,-0.380806,-91.699,-1.86841
30.205,-94.4519,0.65352,-0.175645,-93.1203,-2.4706
30.21,-95.7886,0.769984,0.214747,-94.525,-3.00303
30.215,-97.9492,0.787379,0.615502,-95.9102,-3.45303
30.22,-100.372,0.705053,0.811008,-97.2727,-3.81007
30.225,-102.039,0.53493,0.667753,-98.6098,-4.06624
30.23,-103.912,0.30002,0.227193,-99.9186,-4.21653
30.235,-106.573,0.0310863,-0.298271,-101.196,-4.25887
30.24,-108.673,-0.237354,-0.635641,-102.441,-4.19397
30.245,-110.101,-0.471554,-0.608855,-103.649,-4.02531
30.25,-110.992,-0.642773,-0.244623,-104.819,-3.75903
30.255,-111.578,-0.730885,0.244092,-105.949,-3.40364
30.26,-111.768,-0.727265,0.588787,-107.036,-2.96976
30.265,-112.024,-0.635674,0.626417,-108.079,-2.46982
30.27,-112.555,-0.471122,0.388569,-109.077,-1.91769
30.275,-113.629,-0.257677,0.0638835,-110.028,-1.32818
30.28,-114.307,-0.0252984,-0.136358,-110.931,-0.716477
30.285,-113.806,0.194528,-0.117392,-111.785,-0.0978444
30.29,-113.086,0.373343,0.0506526,-112.589,0.51257
30.295,-113.483,0.489316,0.202741,-113.344,1.10023
30.3,-114.307,0.529958,0.210034,-114.05,1.65167
30.305,-114.337,0.493605,0.0744908,-114.705,2.15483
30.31,-114.313,0.389321,-0.0799285,-115.311,2.5991
30.315,-115.033,0.235106,-0.106895,-115.869,2.97568
30.32,-115.576,0.0549895,0.0458792,-116.379,3.27775
30.325,-115.515,-0.124367,0.291997,-116.842,3.50058
30.33,-115.265,-0.277487,0.464596,-117.26,3.64129
30.335,-115.863,-0.38377,0.435224,-117.634,3.69896
30.34,-116.949,-0.430461,0.206438,-117.967,3.67484
30.345,-117.2,-0.414047,-0.0878925,-118.259,3.57202
30.35,-117.053,-0.340247,-0.274176,-118.514,3.39517
30.355,-117.358,-0.222978,-0.253161,-118.734,3.15036
30.36,-117.511,-0.0822135,-0.0578545,-118.921,2.84514
30.365,-117.291,0.0590746,0.179966,-119.078,2.48813
30.37,-117.169,0.178673,0.326268,-119.208,2.0886
30.375,-117.334,0.258386,0.332687,-119.315,1.65642
30.38,-117.664,0.286403,0.253365,-119.4,1.202
30.385,-117.987,0.259057,0.184915,-119.467,0.735869
30.39,-118.25,0.18138,0.183602,-119.519,0.268313
30.395,-118.658,0.0660565,0.22335,-119.561,-0.190738
30.4,-119.171,-0.0688301,0.22446,-119.594,-0.631628
30.405,-119.336,-0.202215,0.128108,-119.622,-1.0453
30.41,-119.482,-0.313042,-0.0439614,-119.649,-1.42372
30.415,-120.288,-0.383607,-0.193119,-119.678,-1.75988
30.42,-121.039,-0.402016,-0.210625,-119.712,-2.04778
30.425,-120.648,-0.36391,-0.0607898,-119.753,-2.28253
30.43,-119.586,-0.272996,0.184616,-119.806,-2.46048
30.435,-119.672,-0.140505,0.388939,-119.874,-2.57927
30.44,-120.459,0.0162341,0.440821,-119.958,-2.63769
30.445,-120.416,0.176285,0.32903,-120.061,-2.63578
30.45,-120.233,0.318103,0.146483,-120.187,-2.57503
30.455,-120.105,0.422495,0.0237295,-120.337,-2.45808
30.46,-120.325,0.474677,0.0369982,-120.514,-2.28864
30.465,-120.776,0.466539,0.156469,-120.719,-2.07144
30.47,-121.008,0.397753,0.27067,-120.954,-1.81217
30.475,-121.271,0.275554,0.27056,-121.22,-1.51738
30.48,-121.539,0.1137,0.132628,-121.52,-1.1942
30.485,-121.527,-0.0691978,-0.0585784,-121.853,-0.850201
30.49,-122.4,-0.251908,-0.165957,-122.221,-0.493464
30.495,-123.23,-0.413291,-0.0959508,-122.625,-0.132317
30.5,-123.389,-0.534898,0.131017,-123.063,0.225046
30.505,-122.754,-0.603051,0.384526,-123.537,0.570624
30.51,-122.424,-0.610348,0.503703,-124.046,0.896766
30.515,-123.236,-0.556315,0.402805,-124.589,1.19637
30.52,-124.469,-0.447423,0.132703,-125.167,1.46317
30.525,-125.11,-0.296127,-0.142676,-125.777,1.69181
30.53,-124.872,-0.119089,-0.244397,-126.419,1.8778
30.535,-124.872,0.0647722,-0.089962,-127.091,2.01774
30.54,-125.72,0.236218,0.249482,-127.791,2.10954
30.545,-126.3,0.37784,0.582353,-128.518,2.15234
30.55,-126.703,0.476132,0.703629,-129.269,2.14646
30.555,-127.777,0.522658,0.516123,-130.042,2.09339
30.56,-129.395,0.514484,0.0940152,-130.835,1.99591
30.565,-130.829,0.454338,-0.351033,-131.645,1.85788
30.57,-131.958,0.350244,-0.584292,-132.469,1.68393
30.575,-133.582,0.214536,-0.477239,-133.304,1.47956
30.58,-134.698,0.061951,-0.0781238,-134.148,1.25099
30.585,-135.266,-0.0918286,0.414307,-134.996,1.00492
30.59,-136.108,-0.23159,0.760382,-135.847,0.748191
30.595,-137.616,-0.344325,0.809262,-136.696,0.487642
30.6,-139.252,-0.420557,0.573162,-137.54,0.229972
30.605,-140.826,-0.455042,0.206026,-138.376,-0.0183555
30.61,-141.974,-0.447018,-0.0972023,-139.201,-0.251567
30.615,-143.231,-0.400178,-0.215032,-140.011,-0.464642
30.62,-144.629,-0.322103,-0.155144,-140.804,-0.653331
30.625,-145.154,-0.223202,-0.0239942,-141.575,-0.814299
30.63,-145.16,-0.115319,0.0622832,-142.322,-0.945296
30.635,-145.959,-0.0103692,0.0628817,-143.042,-1.04505
30.64,-147.064,0.0809126,0.0326357,-143.731,-1.11318
30.645,-147.144,0.150121,0.0654169,-144.387,-1.15023
30.65,-146.991,0.192118,0.208219,-145.008,-1.15776
30.655,-147.357,0.205408,0.410836,-145.589,-1.13825
30.66,-147.839,0.19196,0.549997,-146.13,-1.09459
30.665,-147.723,0.156978,0.513968,-146.628,-1.0301
30.67,-147.54,0.108062,0.287693,-147.081,-0.948517
30.675,-148.315,0.0540188,-0.0245417,-147.486,-0.853798
30.68,-149.371,0.00332349,-0.257967,-147.843,-0.749721
30.685,-149.249,-0.0369714,-0.289283,-148.149,-0.639796
30.69,-148.407,-0.061949,-0.114139,-148.404,-0.527337
30.695,-148.065,-0.0695991,0.153289,-148.607,-0.415241
30.7,-148.114,-0.0613087,0.355302,-148.755,-0.305899
30.705,-148.218,-0.0413494,0.38918,-148.85,-0.201106
30.71,-147.791,-0.0158755,0.263073,-148.891,-0.102117
30.715,-147.815,0.00798872,0.0791493,-148.876,-0.00968216
30.72,-147.784,0.0231989,-0.0366765,-148.807,0.0760647
30.725,-147.333,0.0241006,-0.01252,-148.684,0.155462
30.73,-146.674,0.00758962,0.132845,-148.507,0.229149
30.735,-146.466,-0.026333,0.310233,-148.276,0.298019
30.74,-146.332,-0.0743857,0.415198,-147.993,0.363179
30.745,-145.667,-0.130205,0.383341,-147.659,0.425654
30.75,-145.203,-0.185077,0.218091,-147.275,0.486224
30.755,-145.392,-0.229434,-0.0145767,-146.842,0.545531
30.76,-145.27,-0.254532,-0.216511,-146.362,0.604029
30.765,-144.342,-0.253801,-0.299046,-145.837,0.661793
30.77,-143.555,-0.22385,-0.216863,-145.269,0.718318
30.775,-142.944,-0.165322,0.0128355,-144.659,0.772538
30.78,-142.133,-0.0832429,0.312778,-144.009,0.823093
30.785,-141.132,0.013406,0.570956,-143.323,0.868387
30.79,-139.697,0.112818,0.682934,-142.602,0.906291
30.795,-138.641,0.202093,0.595701,-141.849,0.934333
30.8,-138.531,0.268867,0.332645,-141.067,0.950162
30.805,-138.324,0.303176,-0.014509,-140.257,0.951525
30.81,-137.579,0.29912,-0.323554,-139.423,0.936103
30.815,-137.006,0.25575,-0.488034,-138.566,0.901814
30.82,-136.407,0.177255,-0.452349,-137.691,0.847177
30.825,-135.303,0.0726061,-0.224295,-136.798,0.771425
30.83,-134.131,-0.0453712,0.1322,-135.892,0.674426
30.835,-133.698,-0.16169,0.515232,-134.975,0.556771
30.84,-133.533,-0.261502,0.807317,-134.048,0.419956
30.845,-132.501,-0.332139,0.904154,-133.115,0.26632
30.85,-131.641,-0.364644,0.749743,-132.179,0.0989267
30.855,-131.635,-0.355229,0.36973,-131.241,-0.0783258
30.86,-131.934,-0.306088,-0.118925,-130.303,-0.260725
30.865,-131.903,-0.224841,-0.540737,-129.369,-0.442985
30.87,-131.25,-0.123258,-0.732294,-128.44,-0.619593
30.875,-130.231,-0.0157038,-0.617586,-127.518,-0.784945
30.88,-129.352,0.0827675,-0.246556,-126.605,-0.933321
30.885,-128.149,0.158782,0.228772,-125.704,-1.05921
30.89,-126.697,0.202758,0.628398,-124.814,-1.15771
30.895,-125.934,0.210124,0.826509,-123.939,-1.22469
30.9,-125.671,0.18162,0.796613,-123.08,-1.25678
30.905,-124.744,0.123279,0.598822,-122.237,-1.25159
30.91,-123.987,0.0456531,0.328338,-121.413,-1.20802
30.915,-123.914,-0.0380055,0.0657917,-120.607,-1.12628
30.92,-123.59,-0.114097,-0.140994,-119.821,-1.00776
30.925,-122.43,-0.170773,-0.267802,-119.056,-0.855071
30.93,-121.106,-0.199529,-0.299582,-118.313,-0.672231
30.935,-120.306,-0.196572,-0.229731,-117.59,-0.464411
30.94,-119.562,-0.163626,-0.0743884,-116.89,-0.237565
30.945,-118.25,-0.107586,0.116782,-116.212,0.00154353
30.95,-116.272,-0.0391296,0.274559,-115.557,0.245476
30.955,-114.899,0.0292291,0.347382,-114.923,0.486451
30.96,-114.008,0.0849258,0.335949,-114.312,0.716724
30.965,-113.245,0.117445,0.293664,-113.723,0.928856
30.97,-112.372,0.120321,0.284691,-113.155,1.11576
30.975,-111.42,0.0921795,0.329511,-112.608,1.27106
30.98,-110.571,0.0368708,0.380399,-112.081,1.38949
30.985,-109.741,-0.0368719,0.352885,-111.574,1.46711
30.99,-109.082,-0.116739,0.193198,-111.086,1.50121
30.995,-109.351,-0.188949,-0.0657342,-110.617,1.49049
31,-109.741,-0.240523,-0.306281,-110.165,1.43517
31.005,-109.119,-0.261375,-0.392742,-109.729,1.337
31.01,-107.697,-0.245975,-0.260983,-109.308,1.19919
31.015,-107.184,-0.194444,0.0326159,-108.902,1.02627
31.02,-107.043,-0.112963,0.339083,-108.51,0.824012
31.025,-106.384,-0.0129623,0.506487,-108.13,0.599271
31.03,-105.914,0.0907104,0.4725,-107.761,0.359537
31.035,-105.804,0.182051,0.299255,-107.402,0.112788
31.04,-105.743,0.246167,0.126389,-107.052,-0.132682
31.045,-105.396,0.271689,0.0721826,-106.71,-0.36858
31.05,-105.066,0.252768,0.152923,-106.375,-0.587151
31.055,-105.09,0.19031,0.276529,-106.045,-0.7813
31.06,-105.56,0.091718,0.312119,-105.72,-0.944689
31.065,-105.469,-0.0299648,0.18702,-105.398,-1.07201
31.07,-104.59,-0.157575,-0.0555005,-105.078,-1.15933
31.075,-104.926,-0.272602,-0.278602,-104.76,-1.20413
31.08,-105.524,-0.357877,-0.33969,-104.443,-1.20527
31.085,-105.042,-0.400084,-0.185066,-104.125,-1.16308
31.09,-103.748,-0.391925,0.112047,-103.805,-1.0795
31.095,-102.905,-0.333334,0.396615,-103.483,-0.957918
31.1,-102.466,-0.231718,0.529122,-103.157,-0.802989
31.105,-101.904,-0.100907,0.468371,-102.828,-0.620282
31.11,-101.489,0.0409771,0.287132,-102.494,-0.416455
31.115,-101.147,0.173822,0.113463,-102.155,-0.198864
31.12,-100.763,0.278302,0.0404576,-101.809,0.0248879
31.125,-100.22,0.338901,0.0671107,-101.457,0.247037
31.13,-99.6582,0.346423,0.110816,-101.098,0.459878
31.135,-99.4629,0.29948,0.0810763,-100.732,0.656168
31.14,-99.6643,0.204397,-0.0416297,-100.357,0.829432
31.145,-99.5667,0.0744252,-0.180757,-99.974,0.974015
31.15,-99.0173,-0.0720498,-0.214512,-99.5824,1.08522
31.155,-98.7854,-0.213948,-0.0681299,-99.1817,1.15953
31.16,-98.9258,-0.330652,0.21949,-98.7719,1.19486
31.165,-98.3582,-0.405107,0.505419,-98.3528,1.19053
31.17,-97.4487,-0.426172,0.626984,-97.9242,1.14716
31.175,-97.2839,-0.390235,0.505503,-97.486,1.06661
31.18,-97.9004,-0.302027,0.200481,-97.0383,0.952141
31.185,-98.0835,-0.173987,-0.126235,-96.5809,0.808208
31.19,-97.3022,-0.0242839,-0.31135,-96.114,0.640185
31.195,-96.7957,0.125685,-0.285897,-95.6376,0.454123
31.2,-96.7712,0.254049,-0.10413,-95.1519,0.256688
31.205,-96.1914,0.341823,0.107473,-94.6568,0.0549557
31.21,-95.4407,0.375848,0.240212,-94.1527,-0.144053
31.215,-95.0256,0.350561,0.267045,-93.6397,-0.333544
31.22,-94.7327,0.268617,0.237943,-93.1179,-0.506988
31.225,-94.4824,0.140688,0.218892,-92.5876,-0.658472
31.23,-94.0857,-0.016125,0.228368,-92.0491,-0.783074
31.235,-93.6646,-0.180536,0.22536,-91.5025,-0.876833
31.24,-93.1335,-0.330014,0.155438,-90.9482,-0.936711
31.245,-92.4805,-0.444092,0.0124119,-90.3865,-0.960764
31.25,-91.9617,-0.507012,-0.137651,-89.8176,-0.948403
31.255,-91.6443,-0.509774,-0.194441,-89.2418,-0.900397
31.26,-91.0217,-0.451572,-0.099469,-88.6594,-0.818689
31.265,-89.4897,-0.339855,0.10955,-88.0708,-0.706345
31.27,-87.677,-0.188932,0.312199,-87.4762,-0.567419
31.275,-86.9751,-0.0182039,0.382868,-86.876,-0.40679
31.28,-86.6516,0.150395,0.277587,-86.2704,-0.229989
31.285,-85.8154,0.295567,0.0667499,-85.6598,-0.0429763
31.29,-84.3994,0.39959,-0.112685,-85.0444,0.147757
31.295,-83.3252,0.450531,-0.149574,-84.4246,0.335583
31.3,-82.8979,0.443297,-0.0291682,-83.8006,0.514212
31.305,-82.1167,0.380096,0.163316,-83.1728,0.677773
31.31,-80.78,0.270252,0.304666,-82.5415,0.820804
31.315,-79.9683,0.128709,0.315924,-81.9069,0.938537
31.32,-79.9255,-0.0264101,0.206029,-81.2693,1.02721
31.325,-79.4556,-0.176256,0.0519323,-80.629,1.08417
31.33,-78.5706,-0.303587,-0.0602196,-79.9863,1.10781
31.335,-78.1738,-0.394917,-0.0869388,-79.3414,1.0976
31.34,-77.9968,-0.442373,-0.0394626,-78.6947,1.05427
31.345,-77.0325,-0.444201,0.0429205,-78.0463,0.979716
31.35,-75.5798,-0.404377,0.124674,-77.3966,0.876826
31.355,-74.8962,-0.331616,0.186494,-76.7458,0.749393
31.36,-75.061,-0.238032,0.216695,-76.0941,0.602144
31.365,-74.4019,-0.137152,0.20036,-75.4418,0.440598
31.37,-73.1384,-0.0417119,0.125079,-74.7892,0.270644
31.375,-72.4976,0.0379975,0.00415091,-74.1365,0.0983096
31.38,-72.1497,0.0951418,-0.108495,-73.484,-0.0702828
31.385,-71.8628,0.127121,-0.137414,-72.8319,-0.229106
31.39,-71.5149,0.135686,-0.0343709,-72.1805,-0.372649
31.395,-71.0388,0.126017,0.176834,-71.53,-0.496023
31.4,-70.1904,0.105259,0.39656,-70.8807,-0.594994
31.405,-69.3848,0.0811568,0.499496,-70.233,-0.666223
31.41,-68.811,0.0606589,0.40987,-69.587,-0.707529
31.415,-68.9758,0.0487478,0.152522,-68.9431,-0.717857
31.42,-69.4275,0.0475316,-0.157602,-68.3016,-0.697173
31.425,-69.0125,0.0558517,-0.381137,-67.6628,-0.64653
31.43,-67.9871,0.069676,-0.429333,-67.0271,-0.568228
31.435,-67.0654,0.0829862,-0.30161,-66.3947,-0.465683
31.44,-66.5649,0.0887627,-0.0667482,-65.7659,-0.3431
31.445,-65.8203,0.0804611,0.189026,-65.1413,-0.205265
31.45,-64.801,0.0535161,0.404258,-64.521,-0.0576304
31.455,-64.2883,0.0063036,0.54912,-63.9055,0.093925
31.46,-64.0625,-0.0595524,0.604857,-63.2952,0.243542
31.465,-63.2019,-0.139119,0.547323,-62.6904,0.3855
31.47,-62.1338,-0.224234,0.356262,-62.0916,0.51427
31.475,-61.9629,-0.304697,0.0473192,-61.4991,0.624812
31.48,-62.6221,-0.369906,-0.303822,-60.9134,0.712918
31.485,-62.4573,-0.410162,-0.575038,-60.3349,0.77534
31.49,-61.1084,-0.417974,-0.651505,-59.764,0.80973
31.495,-59.845,-0.389203,-0.485009,-59.2013,0.814855
31.5,-59.3201,-0.323869,-0.12335,-58.647,0.790716
31.505,-58.2764,-0.226331,0.309352,-58.1018,0.738568
31.51,-56.6589,-0.104672,0.666421,-57.5661,0.66072
31.515,-56.0303,0.0301538,0.835293,-57.0403,0.560493
31.52,-56.0547,0.165396,0.769637,-56.5248,0.442178
31.525,-55.5054,0.28785,0.492862,-56.0202,0.31086
31.53,-54.7729,0.38555,0.0860424,-55.527,0.172057
31.535,-54.7974,0.449025,-0.327602,-55.0455,0.0316534
31.54,-55.3284,0.472072,-0.606529,-54.5763,-0.104256
31.545,-55.3955,0.452291,-0.635322,-54.1198,-0.229679
31.55,-54.6448,0.391411,-0.383138,-53.6765,-0.339137
31.555,-53.54,0.295041,0.057804,-53.2467,-0.427828
31.56,-53.0151,0.171688,0.490789,-52.8309,-0.491718
31.565,-52.9907,0.0319053,0.701747,-52.4295,-0.52764
31.57,-52.6978,-0.11256,0.578219,-52.0429,-0.533633
31.575,-52.8809,-0.249765,0.188041,-51.6715,-0.509106
31.58,-53.1982,-0.368896,-0.243808,-51.3156,-0.454635
31.585,-52.6733,-0.460896,-0.4594,-50.9755,-0.371913
31.59,-51.7456,-0.518981,-0.325054,-50.6515,-0.263888
